"Player","Tm","Pos",".5 PPR Pts","Pa Com","Pa Att","Pa Yds","Pa TDs","INT","Sk","PaFD","Pa300","Pa40 TD","Ru Att","Ru Yds","Ru TDs","RuFD","Ru100","Ru40 TD","Tar","Rec","Re Yds","Re TDs","ReFD","Re100","Re40 TD","Fum","Auct $"
"Cooper Kupp","LA","WR","175.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.3","13.9","0.0","0.9","0.0","0.0","117.1","77.4","944.8","6.8","41.4","2.7","1.0","0.7","22"
"Aaron Jones","MIN","RB","178.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.5","844.6","5.4","38.3","2.2","0.4","54.6","39.1","322.0","1.7","14.2","0.1","0.3","1.7","22"
"Stefon Diggs","HOU","WR","175.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","5.3","0.0","0.5","0.0","0.0","122.0","80.7","958.0","6.5","42.0","2.7","1.0","0.8","22"
"Jaylen Waddle","MIA","WR","171.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","21.3","0.0","1.2","0.0","0.0","112.0","75.0","1,020.1","4.8","44.7","2.9","0.9","0.7","21"
"Malik Nabers","NYG","WR","169.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","14.7","0.0","0.9","0.0","0.0","127.3","79.2","983.0","5.0","43.1","2.8","0.9","0.8","20"
"DeVonta Smith","PHI","WR","168.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","5.2","0.0","0.5","0.0","0.0","109.2","75.2","956.0","5.8","41.9","2.7","0.9","0.7","20"
"Alvin Kamara","NO","RB","175.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","166.5","661.5","4.4","30.0","1.7","0.3","75.0","61.1","426.3","1.5","18.8","0.1","0.3","1.8","20"
"Amari Cooper","CLE","WR","167.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","108.1","66.9","1,016.0","5.3","44.5","2.9","0.9","0.6","20"
"Zay Flowers","BAL","WR","167.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.1","52.7","1.0","2.6","0.0","0.1","110.3","73.5","873.1","5.3","38.3","2.4","0.9","0.7","20"
"David Montgomery","DET","RB","174.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","205.1","907.9","9.0","41.1","2.4","0.6","25.7","20.2","142.0","0.8","6.4","0.0","0.2","1.7","20"
"Tee Higgins","CIN","WR","166.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","4.6","0.0","0.4","0.0","0.0","108.9","66.3","935.3","6.4","41.0","2.6","1.0","0.6","20"
"Rashee Rice","KC","WR","166.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","10.6","0.0","0.8","0.0","0.0","103.5","74.9","873.8","6.6","38.3","2.3","1.0","0.7","20"
"Rhamondre Stevenson","NE","RB","173.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","209.8","848.2","6.0","38.4","2.3","0.4","51.2","37.2","278.3","1.0","12.3","0.1","0.2","1.9","20"
"George Pickens","PIT","WR","165.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","10.3","0.0","0.7","0.0","0.0","98.2","59.1","974.2","6.2","42.7","2.8","1.0","0.6","19"
"Trey McBride","ARI","TE","152.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","109.4","81.1","852.4","4.4","37.4","1.3","0.8","0.8","19"
"D'Andre Swift","CHI","RB","171.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","196.0","864.2","5.6","39.2","2.3","0.4","47.1","36.6","261.8","1.1","11.6","0.1","0.3","1.8","18"
"Terry McLaurin","WAS","WR","166.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","23.6","0.0","1.3","0.0","0.0","119.8","72.5","966.5","5.0","42.3","2.7","0.9","0.7","17"
"Najee Harris","PIT","RB","165.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","226.5","911.9","6.5","41.3","2.4","0.4","34.3","26.7","169.9","0.8","7.6","0.0","0.2","1.9","17"
"Tank Dell","HOU","WR","165.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.7","78.8","0.8","3.8","0.0","0.1","102.2","63.9","857.7","5.7","37.6","2.4","0.9","0.7","16"
"Mark Andrews","BAL","TE","149.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","92.7","64.1","738.6","7.2","32.4","1.1","1.0","0.6","16"
"Keenan Allen","CHI","WR","164.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","8.1","0.0","0.6","0.0","0.0","115.8","79.1","911.9","5.4","40.0","2.5","0.9","0.7","15"
"James Conner","ARI","RB","164.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","180.0","852.3","5.8","38.6","2.3","0.4","36.0","29.7","202.7","1.5","9.0","0.0","0.3","1.6","15"
"Christian Kirk","JAC","WR","163.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9","10.9","0.0","0.7","0.0","0.0","110.7","74.1","904.0","5.7","39.6","2.5","0.9","0.7","15"
"Dalton Kincaid","BUF","TE","140.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.2","73.7","728.9","5.1","32.0","1.1","0.8","0.7","15"
"Tony Pollard","TEN","RB","164.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","189.4","794.8","5.8","36.1","2.1","0.4","47.3","37.6","256.8","0.9","11.4","0.1","0.2","1.7","15"
"Raheem Mostert","MIA","RB","162.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","160.8","739.7","7.9","33.6","1.9","0.5","30.8","22.9","163.5","2.1","7.3","0.0","0.3","1.4","15"
"Chris Godwin","TB","WR","162.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","26.9","0.9","1.4","0.0","0.1","113.8","74.3","907.8","4.3","39.8","2.5","0.8","0.7","14"
"Calvin Ridley","TEN","WR","159.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.5","22.6","0.0","1.2","0.0","0.0","114.6","65.7","935.1","5.1","41.0","2.6","0.9","0.6","14"
"Zamir White","LV","RB","159.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","206.3","838.4","5.8","38.0","2.2","0.4","39.4","30.0","209.8","0.8","9.3","0.0","0.2","1.8","14"
"George Kittle","SF","TE","138.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","4.9","0.0","0.5","0.0","0.0","78.1","55.9","792.4","5.0","34.8","1.2","0.8","0.5","14"
"Diontae Johnson","CAR","WR","158.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","9.1","0.0","0.7","0.0","0.0","118.6","72.6","912.3","5.0","40.0","2.5","0.8","0.7","14"
"Zack Moss","CIN","RB","158.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","184.9","784.9","6.2","35.6","2.1","0.4","38.6","29.2","205.8","1.1","9.1","0.0","0.2","1.6","13"
"Jayden Reed","GB","WR","155.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.1","94.0","1.2","4.5","0.0","0.1","91.6","59.8","742.3","5.7","32.6","2.0","0.9","0.6","13"
"Courtland Sutton","DEN","WR","152.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","105.7","62.6","820.0","6.5","36.0","2.2","1.0","0.6","13"
"Jaylen Warren","PIT","RB","156.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","140.8","668.2","3.4","30.3","1.7","0.2","62.2","50.2","345.8","1.5","15.3","0.1","0.3","1.5","13"
"Devin Singletary","NYG","RB","155.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","195.9","817.9","5.3","37.1","2.2","0.4","43.6","33.2","203.8","0.7","9.1","0.0","0.2","1.7","13"
"Kyle Pitts","ATL","TE","137.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","104.0","63.0","767.7","4.7","33.7","1.2","0.8","0.6","12"
"DeAndre Hopkins","TEN","WR","147.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","7.9","0.0","0.6","0.0","0.0","103.6","62.6","829.8","5.2","36.4","2.3","0.8","0.6","12"
"Javonte Williams","DEN","RB","155.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","195.1","759.4","5.3","34.4","2.0","0.4","47.6","36.1","220.8","1.1","9.8","0.0","0.2","1.8","12"
"Jaxon Smith-Njigba","SEA","WR","146.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","5.2","0.0","0.5","0.0","0.0","110.7","74.5","800.6","4.7","35.1","2.2","0.8","0.7","12"
"Brian Robinson Jr.","WAS","RB","151.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","183.5","769.7","5.7","34.9","2.0","0.4","34.5","26.8","202.6","1.0","9.0","0.0","0.2","1.6","11"
"Marquise Brown","KC","WR","145.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","13.4","0.0","0.8","0.0","0.0","98.3","55.2","773.5","6.5","33.9","2.1","0.9","0.5","11"
"Tyjae Spears","TEN","RB","151.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","133.8","592.0","4.2","26.9","1.5","0.3","61.0","45.5","344.7","1.6","15.2","0.1","0.3","1.4","11"
"Evan Engram","JAC","TE","130.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","105.8","78.0","693.3","3.7","30.4","1.0","0.6","0.7","11"
"David Njoku","CLE","TE","128.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","91.8","63.6","676.9","4.9","29.7","1.0","0.8","0.6","10"
"Ladd McConkey","LAC","WR","144.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","26.1","0.0","1.5","0.0","0.0","104.2","67.0","780.0","5.1","34.3","1.8","0.8","0.7","10"
"Jonathon Brooks","CAR","RB","151.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","163.9","694.3","4.3","31.5","1.8","0.3","50.1","39.9","283.0","1.1","12.5","0.1","0.3","1.6","10"
"Christian Watson","GB","WR","143.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.9","33.0","0.0","1.7","0.0","0.0","85.3","48.5","741.1","6.9","32.5","2.0","1.0","0.5","10"
"Ezekiel Elliott","DAL","RB","149.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","182.2","700.1","5.7","31.8","1.8","0.4","42.5","31.6","225.4","1.1","10.0","0.0","0.2","1.6","10"
"Jake Ferguson","DAL","TE","128.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","89.5","63.2","666.2","4.9","29.2","1.0","0.8","0.6","10"
"Austin Ekeler","WAS","RB","146.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","128.3","510.2","3.5","23.2","1.2","0.2","65.2","48.0","387.3","1.8","17.1","0.1","0.4","1.4","9"
"Rome Odunze","CHI","WR","142.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9","12.6","0.0","0.8","0.0","0.0","104.6","62.7","812.0","4.7","35.6","2.2","0.8","0.6","9"
"Nick Chubb","CLE","RB","135.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","159.7","754.5","5.3","34.2","2.0","0.4","22.1","16.8","129.0","1.0","5.8","0.0","0.2","1.3","9"
"Tyler Lockett","SEA","WR","141.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","5.0","0.0","0.5","0.0","0.0","101.9","70.5","790.0","4.5","34.6","2.1","0.8","0.7","8"
"Xavier Worthy","KC","WR","141.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","38.6","0.0","2.0","0.0","0.0","99.1","61.7","788.2","4.6","34.6","2.0","0.8","0.6","7"
"Keon Coleman","BUF","WR","140.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1","5.9","0.0","0.5","0.0","0.0","96.0","58.0","746.8","6.0","32.8","2.0","0.9","0.6","7"
"Gus Edwards","LAC","RB","125.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","177.7","752.6","5.9","34.1","2.0","0.4","12.1","9.4","72.7","0.4","3.3","0.0","0.1","1.4","7"
"Dallas Goedert","PHI","TE","127.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","92.2","66.9","713.2","3.7","31.3","1.0","0.7","0.6","7"
"Chase Brown","CIN","RB","124.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","113.4","470.0","3.2","21.4","1.1","0.2","52.6","41.9","297.6","1.3","13.2","0.1","0.3","1.2","7"
"Brandin Cooks","DAL","WR","138.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3","27.8","0.0","1.5","0.0","0.0","89.5","59.3","722.8","5.7","31.7","1.9","0.9","0.6","7"
"Jordan Addison","MIN","WR","138.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","12.6","0.0","0.8","0.0","0.0","88.6","53.9","756.6","5.6","33.2","2.1","0.8","0.5","6"
"Brian Thomas Jr.","JAC","WR","135.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9","13.1","0.0","0.8","0.0","0.0","91.7","55.9","730.7","5.4","32.0","2.0","0.8","0.5","6"
"Jameson Williams","DET","WR","136.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.7","44.8","0.0","2.2","0.0","0.0","87.0","52.2","752.9","4.9","33.0","2.0","0.8","0.5","6"
"Zach Charbonnet","SEA","RB","122.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","132.0","558.3","3.2","25.4","1.4","0.2","43.2","34.6","231.7","1.1","10.3","0.0","0.2","1.3","6"
"Mike Williams","NYJ","WR","135.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","4.7","0.0","0.4","0.0","0.0","85.1","56.1","783.1","4.6","34.3","2.1","0.8","0.5","5"
"Jakobi Meyers","LV","WR","134.2","1.1","2.2","13.4","0.0","0.0","0.0","0.0","0.0","0.0","3.9","21.9","1.2","1.2","0.0","0.1","86.7","58.7","664.1","4.6","29.1","1.8","0.7","0.6","5"
"Jerome Ford","CLE","RB","116.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","124.5","476.8","3.5","21.7","1.2","0.2","38.3","29.3","202.3","2.1","9.0","0.0","0.3","1.2","5"
"Romeo Doubs","GB","WR","131.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","5.2","0.0","0.5","0.0","0.0","88.9","55.0","660.8","6.1","29.0","1.6","0.9","0.5","5"
"Brock Bowers","LV","TE","122.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","88.8","58.8","666.2","4.4","29.2","1.0","0.7","0.6","5"
"Blake Corum","LA","RB","116.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","142.2","585.9","4.5","26.7","1.4","0.3","26.4","20.7","149.0","0.8","6.7","0.0","0.2","1.2","5"
"Jerry Jeudy","CLE","WR","128.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","10.1","0.0","0.7","0.0","0.0","82.5","52.4","712.7","4.8","31.3","1.9","0.8","0.5","5"
"Josh Palmer","LAC","WR","127.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","85.2","55.1","723.8","4.6","31.7","1.9","0.7","0.5","5"
"Rico Dowdle","DAL","RB","110.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","131.1","544.4","3.4","24.8","1.3","0.2","27.2","20.9","159.6","1.5","7.1","0.0","0.3","1.1","5"
"Khalil Shakir","BUF","WR","126.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1","9.2","0.0","0.7","0.0","0.0","81.5","57.8","744.4","3.7","32.7","1.9","0.7","0.5","5"
"Rashid Shaheed","NO","WR","121.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.3","32.5","0.0","1.7","0.0","0.0","77.5","48.7","685.7","4.1","30.1","1.8","0.7","0.5","4"
"Chuba Hubbard","CAR","RB","104.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","124.6","500.2","3.0","22.8","1.2","0.2","31.5","24.7","183.8","0.9","8.2","0.0","0.2","1.1","4"
"Curtis Samuel","BUF","WR","119.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.2","96.3","1.0","4.5","0.0","0.1","73.3","51.3","549.9","3.8","24.1","1.4","0.6","0.6","4"
"Dalton Schultz","HOU","TE","106.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74.7","51.4","547.7","4.4","24.1","0.7","0.7","0.5","4"
"Gabriel Davis","JAC","WR","118.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","4.6","0.0","0.4","0.0","0.0","79.4","44.8","650.5","5.0","28.5","1.7","0.8","0.4","4"
"Antonio Gibson","NE","RB","104.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","105.3","424.6","2.4","19.4","1.0","0.2","43.0","32.9","240.0","1.1","10.6","0.0","0.2","1.1","4"
"Pat Freiermuth","PIT","TE","106.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74.5","51.8","537.0","4.4","23.6","0.7","0.7","0.5","4"
"Adam Thielen","CAR","WR","118.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","4.3","0.0","0.4","0.0","0.0","84.4","62.5","653.9","3.5","28.7","1.7","0.6","0.6","4"
"Darnell Mooney","ATL","WR","116.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.5","22.9","0.0","1.3","0.0","0.0","81.9","49.3","692.4","3.4","30.4","1.8","0.6","0.5","4"
"Tyler Allgeier","ATL","RB","102.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","127.1","506.1","3.4","23.0","1.3","0.2","23.4","19.2","157.9","1.0","7.0","0.0","0.2","1.1","3"
"Ja'Lynn Polk","NE","WR","115.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1","14.8","0.0","0.9","0.0","0.0","85.1","51.6","650.3","3.9","28.6","1.6","0.7","0.5","3"
"Trey Benson","ARI","RB","102.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","124.9","522.9","3.3","23.8","1.3","0.2","27.4","21.5","142.3","0.8","6.4","0.0","0.2","1.1","3"
"Cole Kmet","CHI","TE","103.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","73.1","54.4","523.0","3.9","23.0","0.7","0.6","0.5","3"
"DeMario Douglas","NE","WR","115.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","52.6","0.0","2.6","0.0","0.0","85.9","52.5","673.1","2.7","29.5","1.8","0.5","0.6","3"
"Xavier Legette","CAR","WR","110.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.5","30.7","0.0","1.6","0.0","0.0","73.3","45.8","611.1","3.9","26.8","1.5","0.6","0.5","3"
"J.K. Dobbins","LAC","RB","101.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","119.2","486.7","3.1","22.1","1.2","0.2","26.2","20.2","144.7","1.5","6.5","0.0","0.3","1.1","3"
"Jahan Dotson","WAS","WR","109.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83.8","49.3","599.3","4.1","26.3","1.5","0.7","0.5","2"
"Demarcus Robinson","LA","WR","107.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","8.8","0.0","0.6","0.0","0.0","64.6","42.6","563.7","4.7","24.7","1.4","0.7","0.4","2"
"MarShawn Lloyd","GB","RB","100.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","108.0","478.1","2.6","21.8","1.1","0.2","32.8","24.8","170.3","1.2","7.6","0.0","0.2","1.0","2"
"Josh Downs","IND","WR","106.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","17.6","0.0","1.0","0.0","0.0","79.2","52.5","604.7","2.9","26.5","1.5","0.5","0.5","2"
"Dontayvion Wicks","GB","WR","105.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","16.4","0.0","1.0","0.0","0.0","68.5","44.0","577.7","4.0","25.4","1.4","0.6","0.4","2"
"T.J. Hockenson","MIN","TE","100.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","73.9","51.4","557.9","3.1","24.5","0.8","0.5","0.5","2"
"Rashod Bateman","BAL","WR","104.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","7.1","0.0","0.6","0.0","0.0","73.6","44.5","602.9","3.5","26.5","1.5","0.6","0.4","2"
"Ty Chandler","MIN","RB","92.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","106.1","451.2","3.3","20.5","1.1","0.2","23.0","17.4","133.7","0.8","6.0","0.0","0.2","0.9","2"
"Kendrick Bourne","NE","WR","103.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","13.6","0.0","0.9","0.0","0.0","72.9","48.0","589.9","3.2","25.9","1.4","0.6","0.5","2"
"Marvin Mims","DEN","WR","103.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.7","54.0","0.0","2.8","0.0","0.0","66.6","40.8","608.6","2.8","26.8","1.3","0.6","0.5","2"
"Hunter Henry","NE","TE","99.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","70.7","45.8","487.8","4.6","21.5","0.6","0.7","0.4","2"
"Adonai Mitchell","IND","WR","101.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","8.1","0.0","0.6","0.0","0.0","73.4","42.2","576.1","3.5","25.3","1.3","0.6","0.4","2"
"Braelon Allen","NYJ","RB","80.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.8","422.6","2.9","19.3","0.9","0.2","19.3","14.7","98.0","0.4","4.5","0.0","0.0","0.9","2"
"Michael Wilson","ARI","WR","98.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62.4","41.6","561.8","3.5","24.7","1.4","0.6","0.4","2"
"Wan'Dale Robinson","NYG","WR","98.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.5","45.3","1.2","2.2","0.0","0.1","72.3","51.6","474.9","2.1","20.9","1.2","0.4","0.5","1"
"DJ Chark","LAC","WR","94.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","73.1","39.7","552.8","3.2","24.3","1.1","0.6","0.4","1"
"Taysom Hill","NO","TE","88.6","5.5","9.2","64.7","0.0","0.0","0.0","0.0","0.0","0.0","56.7","264.3","2.9","12.1","0.5","0.2","31.9","24.0","225.0","1.3","10.0","0.2","0.3","0.8","1"
"Khalil Herbert","CHI","RB","78.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.2","445.1","2.7","20.3","1.0","0.2","15.4","10.9","78.8","0.7","3.6","0.0","0.2","0.8","1"
"Elijah Moore","CLE","WR","93.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.1","25.4","0.0","1.4","0.0","0.0","77.1","45.0","513.8","2.7","22.6","1.0","0.5","0.5","1"
"Kendre Miller","NO","RB","75.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","68.9","279.5","1.9","12.8","0.5","0.1","27.8","22.1","182.4","1.0","8.1","0.0","0.2","0.7","1"
"Darius Slayton","NYG","WR","92.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","4.1","0.0","0.4","0.0","0.0","65.0","38.5","553.6","2.9","24.3","1.4","0.5","0.4","1"
"Luke Musgrave","GB","TE","85.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63.3","45.8","480.5","2.4","21.1","0.6","0.5","0.4","1"
"Jaleel McLaughlin","DEN","RB","73.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","72.1","339.0","2.0","15.5","0.8","0.1","25.5","19.8","124.8","0.9","5.6","0.0","0.2","0.7","0"
"Tyler Boyd","TEN","WR","90.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","7.7","0.0","0.6","0.0","0.0","67.4","47.3","516.9","2.3","22.7","1.2","0.5","0.5","0"
"Tyler Conklin","NYJ","TE","85.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","58.8","42.1","428.9","3.5","18.9","0.5","0.5","0.4","0"
"Greg Dortch","ARI","WR","91.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.2","29.2","0.0","1.6","0.0","0.0","65.8","42.3","457.8","3.4","20.2","0.9","0.6","0.4","0"
"Jaylen Wright","MIA","RB","72.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","90.7","375.1","1.5","17.3","0.7","0.1","21.0","16.0","114.5","0.9","5.2","0.0","0.2","0.8","0"
"Quentin Johnston","LAC","WR","87.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.2","20.1","0.0","1.1","0.0","0.0","66.2","40.9","476.1","2.8","20.9","1.1","0.5","0.4","0"
"Elijah Mitchell","SF","RB","70.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","108.5","450.6","3.2","20.6","1.0","0.2","5.3","4.3","27.8","0.2","1.4","0.0","0.0","0.8","0"
